SiteID,Date,Time,Date.Time,Water.Temp.C,Air.LoggerID,Air.RowID,Air.Temp.C,Water.P.psi,Air.BP.psi,Sensor.Depth.ft,DO.mg.L,DO.adj.mg.L,DO.pctsat.percent,Water.LoggerID,Water.RowID,Logger.Deployment,Flag.Date.Time,Flag.Water.Temp.C,Flag.Air.Temp.C,Flag.Air.BP.psi,Flag.Water.P.psi,Flag.Sensor.Depth.ft,Flag.DO.mg.L,Flag.DO.adj.mg.L,Flag.DO.pctsat.percent,Month,Day,Year,MonthDay,Flag.Gross.Water.Temp.C,Flag.Spike.Water.Temp.C,Flag.RoC.Water.Temp.C,Flag.Flat.Water.Temp.C,Flag.Gross.Air.Temp.C,Flag.Spike.Air.Temp.C,Flag.RoC.Air.Temp.C,Flag.Flat.Air.Temp.C,Flag.Gross.Water.P.psi,Flag.Spike.Water.P.psi,Flag.RoC.Water.P.psi,Flag.Flat.Water.P.psi,Flag.Gross.Air.BP.psi,Flag.Spike.Air.BP.psi,Flag.RoC.Air.BP.psi,Flag.Flat.Air.BP.psi,Flag.Gross.Sensor.Depth.ft,Flag.Spike.Sensor.Depth.ft,Flag.RoC.Sensor.Depth.ft,Flag.Flat.Sensor.Depth.ft,Flag.Gross.DO.mg.L,Flag.Spike.DO.mg.L,Flag.RoC.DO.mg.L,Flag.Flat.DO.mg.L,Flag.Gross.DO.adj.mg.L,Flag.Spike.DO.adj.mg.L,Flag.RoC.DO.adj.mg.L,Flag.Flat.DO.adj.mg.L,Flag.Gross.DO.pctsat.percent,Flag.Spike.DO.pctsat.percent,Flag.RoC.DO.pctsat.percent,Flag.Flat.DO.pctsat.percent,Comment.MOD.Date.Time,RAW.Date.Time,Comment.MOD.Water.Temp.C,RAW.Water.Temp.C,Comment.MOD.Air.Temp.C,RAW.Air.Temp.C,Comment.MOD.Air.BP.psi,RAW.Air.BP.psi,Comment.MOD.Water.P.psi,RAW.Water.P.psi,Comment.MOD.Sensor.Depth.ft,RAW.Sensor.Depth.ft,Comment.MOD.DO.mg.L,RAW.DO.mg.L,Comment.MOD.DO.adj.mg.L,RAW.DO.adj.mg.L,Comment.MOD.DO.pctsat.percent,RAW.DO.pctsat.percent,RAW.Flag.Date.Time,RAW.Flag.Water.Temp.C,RAW.Flag.Air.Temp.C,RAW.Flag.Air.BP.psi,RAW.Flag.Water.P.psi,RAW.Flag.Sensor.Depth.ft,RAW.Flag.DO.mg.L,RAW.Flag.DO.adj.mg.L,RAW.Flag.DO.pctsat.percent
TestDOPct,2014-08-09,23:30:00,2014-08-09 23:30:00,20.234,10229556,602,21.569,14.1019,13.9745,0.294,20.234,20.244,80.976,10229567,602,NA,,P,P,P,P,P,F,F,P,8,9,2014,0809,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-09 23:30:00,,20.234,,21.569,,13.9745,,14.1019,,0.294,,20.234,,20.244,,80.976,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,00:00:00,2014-08-10 00:00:00,20.234,10229556,603,21.378,14.0971,13.9689,0.296,20.234,20.244,80.976,10229567,603,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 00:00:00,,20.234,,21.378,,13.9689,,14.0971,,0.296,,20.234,,20.244,,80.976,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,00:30:00,2014-08-10 00:30:00,20.234,10229556,604,21.187,14.0901,13.9631,0.294,20.234,20.244,80.976,10229567,604,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 00:30:00,,20.234,,21.187,,13.9631,,14.0901,,0.294,,20.234,,20.244,,80.976,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,01:00:00,2014-08-10 01:00:00,20.138,10229556,605,21.091,14.0874,13.9602,0.294,20.138,20.148,80.592,10229567,605,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 01:00:00,,20.138,,21.091,,13.9602,,14.0874,,0.294,,20.138,,20.148,,80.592,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,01:30:00,2014-08-10 01:30:00,20.138,10229556,606,20.901,14.0945,13.9663,0.296,20.138,20.148,80.592,10229567,606,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 01:30:00,,20.138,,20.901,,13.9663,,14.0945,,0.296,,20.138,,20.148,,80.592,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,02:00:00,2014-08-10 02:00:00,20.138,10229556,607,20.805,14.0968,13.9703,0.292,20.138,20.148,80.592,10229567,607,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 02:00:00,,20.138,,20.805,,13.9703,,14.0968,,0.292,,20.138,,20.148,,80.592,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,02:30:00,2014-08-10 02:30:00,20.043,10229556,608,20.805,14.0917,13.9657,0.291,20.043,20.053,80.212,10229567,608,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 02:30:00,,20.043,,20.805,,13.9657,,14.0917,,0.291,,20.043,,20.053,,80.212,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,03:00:00,2014-08-10 03:00:00,20.043,10229556,609,20.805,14.0917,13.9657,0.291,20.043,20.053,80.212,10229567,609,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 03:00:00,,20.043,,20.805,,13.9657,,14.0917,,0.291,,20.043,,20.053,,80.212,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,03:30:00,2014-08-10 03:30:00,20.043,10229556,610,20.805,14.0869,13.9609,0.291,20.043,20.053,80.212,10229567,610,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 03:30:00,,20.043,,20.805,,13.9609,,14.0869,,0.291,,20.043,,20.053,,80.212,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,04:00:00,2014-08-10 04:00:00,20.043,10229556,611,20.71,14.0869,13.9581,0.298,20.043,20.053,80.212,10229567,611,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 04:00:00,,20.043,,20.71,,13.9581,,14.0869,,0.298,,20.043,,20.053,,80.212,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,04:30:00,2014-08-10 04:30:00,19.948,10229556,612,20.71,14.0959,13.9699,0.291,19.948,19.958,79.832,10229567,612,NA,,P,P,P,P,P,S,S,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-08-10 04:30:00,,19.948,,20.71,,13.9699,,14.0959,,0.291,,19.948,,19.958,,79.832,,P,P,P,P,P,S,S,P
TestDOPct,2014-08-10,05:00:00,2014-08-10 05:00:00,19.948,10229556,613,20.71,14.0982,13.9699,0.297,19.948,19.958,79.832,10229567,613,NA,,P,P,P,P,P,S,S,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-08-10 05:00:00,,19.948,,20.71,,13.9699,,14.0982,,0.297,,19.948,,19.958,,79.832,,P,P,P,P,P,S,S,P
TestDOPct,2014-08-10,05:30:00,2014-08-10 05:30:00,19.948,10229556,614,20.615,14.1054,13.9787,0.293,19.948,19.958,79.832,10229567,614,NA,,P,P,P,P,P,S,S,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-08-10 05:30:00,,19.948,,20.615,,13.9787,,14.1054,,0.293,,19.948,,19.958,,79.832,,P,P,P,P,P,S,S,P
TestDOPct,2014-08-10,06:00:00,2014-08-10 06:00:00,19.948,10229556,615,20.615,14.1077,13.9835,0.287,19.948,19.958,79.832,10229567,615,NA,,P,P,P,P,P,S,S,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-08-10 06:00:00,,19.948,,20.615,,13.9835,,14.1077,,0.287,,19.948,,19.958,,79.832,,P,P,P,P,P,S,S,P
TestDOPct,2014-08-10,06:30:00,2014-08-10 06:30:00,19.948,10229556,616,20.519,14.11,13.9829,0.294,19.948,19.958,79.832,10229567,616,NA,,P,P,P,P,P,S,S,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-08-10 06:30:00,,19.948,,20.519,,13.9829,,14.11,,0.294,,19.948,,19.958,,79.832,,P,P,P,P,P,S,S,P
TestDOPct,2014-08-10,07:00:00,2014-08-10 07:00:00,19.853,10229556,617,20.519,14.112,13.9853,0.293,19.853,19.863,79.452,10229567,617,NA,,P,P,P,P,P,S,S,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-08-10 07:00:00,,19.853,,20.519,,13.9853,,14.112,,0.293,,19.853,,19.863,,79.452,,P,P,P,P,P,S,S,P
TestDOPct,2014-08-10,07:30:00,2014-08-10 07:30:00,19.853,10229556,618,20.615,14.1143,13.9905,0.286,19.853,19.863,79.452,10229567,618,NA,,P,P,P,P,P,S,S,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-08-10 07:30:00,,19.853,,20.615,,13.9905,,14.1143,,0.286,,19.853,,19.863,,79.452,,P,P,P,P,P,S,S,P
TestDOPct,2014-08-10,08:00:00,2014-08-10 08:00:00,19.853,10229556,619,20.71,14.1213,13.9934,0.296,19.853,19.863,79.452,10229567,619,NA,,P,P,P,P,P,S,S,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-08-10 08:00:00,,19.853,,20.71,,13.9934,,14.1213,,0.296,,19.853,,19.863,,79.452,,P,P,P,P,P,S,S,P
TestDOPct,2014-08-10,08:30:00,2014-08-10 08:30:00,19.853,10229556,620,20.805,14.1213,13.9963,0.289,19.853,19.863,79.452,10229567,620,NA,,P,P,P,P,P,S,S,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-08-10 08:30:00,,19.853,,20.805,,13.9963,,14.1213,,0.289,,19.853,,19.863,,79.452,,P,P,P,P,P,S,S,P
TestDOPct,2014-08-10,09:00:00,2014-08-10 09:00:00,19.853,10229556,621,20.996,14.1213,13.995,0.292,19.853,19.863,79.452,10229567,621,NA,,P,P,P,P,P,S,S,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-08-10 09:00:00,,19.853,,20.996,,13.995,,14.1213,,0.292,,19.853,,19.863,,79.452,,P,P,P,P,P,S,S,P
TestDOPct,2014-08-10,09:30:00,2014-08-10 09:30:00,19.948,10229556,622,21.187,14.1194,13.9937,0.291,19.948,19.958,79.832,10229567,622,NA,,P,P,P,P,P,S,S,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-08-10 09:30:00,,19.948,,21.187,,13.9937,,14.1194,,0.291,,19.948,,19.958,,79.832,,P,P,P,P,P,S,S,P
TestDOPct,2014-08-10,10:00:00,2014-08-10 10:00:00,20.043,10229556,623,21.569,14.1222,13.9957,0.292,20.043,20.053,80.212,10229567,623,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 10:00:00,,20.043,,21.569,,13.9957,,14.1222,,0.292,,20.043,,20.053,,80.212,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,10:30:00,2014-08-10 10:30:00,20.043,10229556,624,21.951,14.1199,13.9979,0.282,20.043,20.053,80.212,10229567,624,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 10:30:00,,20.043,,21.951,,13.9979,,14.1199,,0.282,,20.043,,20.053,,80.212,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,11:00:00,2014-08-10 11:00:00,20.138,10229556,625,22.238,14.1201,13.9972,0.284,20.138,20.148,80.592,10229567,625,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 11:00:00,,20.138,,22.238,,13.9972,,14.1201,,0.284,,20.138,,20.148,,80.592,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,11:30:00,2014-08-10 11:30:00,20.234,10229556,626,22.429,14.1229,13.9959,0.294,20.234,20.244,80.976,10229567,626,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 11:30:00,,20.234,,22.429,,13.9959,,14.1229,,0.294,,20.234,,20.244,,80.976,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,12:00:00,2014-08-10 12:00:00,20.234,10229556,627,22.621,14.1183,13.9945,0.286,20.234,20.244,80.976,10229567,627,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 12:00:00,,20.234,,22.621,,13.9945,,14.1183,,0.286,,20.234,,20.244,,80.976,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,12:30:00,2014-08-10 12:30:00,20.424,10229556,628,23.004,14.1167,13.9895,0.294,20.424,20.434,81.736,10229567,628,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 12:30:00,,20.424,,23.004,,13.9895,,14.1167,,0.294,,20.424,,20.434,,81.736,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,13:00:00,2014-08-10 13:00:00,20.424,10229556,629,23.1,14.1097,13.9853,0.288,20.424,20.434,81.736,10229567,629,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 13:00:00,,20.424,,23.1,,13.9853,,14.1097,,0.288,,20.424,,20.434,,81.736,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,13:30:00,2014-08-10 13:30:00,20.519,10229556,630,23.196,14.1054,13.9787,0.293,20.519,20.529,82.116,10229567,630,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 13:30:00,,20.519,,23.196,,13.9787,,14.1054,,0.293,,20.519,,20.529,,82.116,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,14:00:00,2014-08-10 14:00:00,20.615,10229556,631,23.581,14.0988,13.9738,0.289,20.615,20.625,82.5,10229567,631,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 14:00:00,,20.615,,23.581,,13.9738,,14.0988,,0.289,,20.615,,20.625,,82.5,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,14:30:00,2014-08-10 14:30:00,20.71,10229556,632,23.773,14.0945,13.9725,0.282,20.71,20.72,82.88,10229567,632,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 14:30:00,,20.71,,23.773,,13.9725,,14.0945,,0.282,,20.71,,20.72,,82.88,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,15:00:00,2014-08-10 15:00:00,20.71,10229556,633,23.773,14.0991,13.9748,0.287,20.71,20.72,82.88,10229567,633,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 15:00:00,,20.71,,23.773,,13.9748,,14.0991,,0.287,,20.71,,20.72,,82.88,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,15:30:00,2014-08-10 15:30:00,20.71,10229556,634,23.581,14.1014,13.9761,0.29,20.71,20.72,82.88,10229567,634,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 15:30:00,,20.71,,23.581,,13.9761,,14.1014,,0.29,,20.71,,20.72,,82.88,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,16:00:00,2014-08-10 16:00:00,20.71,10229556,635,23.292,14.1014,13.9793,0.282,20.71,20.72,82.88,10229567,635,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 16:00:00,,20.71,,23.292,,13.9793,,14.1014,,0.282,,20.71,,20.72,,82.88,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,16:30:00,2014-08-10 16:30:00,20.71,10229556,636,22.812,14.0968,13.9696,0.294,20.71,20.72,82.88,10229567,636,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 16:30:00,,20.71,,22.812,,13.9696,,14.0968,,0.294,,20.71,,20.72,,82.88,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,17:00:00,2014-08-10 17:00:00,20.71,10229556,637,22.621,14.0945,13.9686,0.291,20.71,20.72,82.88,10229567,637,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 17:00:00,,20.71,,22.621,,13.9686,,14.0945,,0.291,,20.71,,20.72,,82.88,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,17:30:00,2014-08-10 17:30:00,20.615,10229556,638,22.525,14.0894,13.9657,0.286,20.615,20.625,82.5,10229567,638,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 17:30:00,,20.615,,22.525,,13.9657,,14.0894,,0.286,,20.615,,20.625,,82.5,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,18:00:00,2014-08-10 18:00:00,20.615,10229556,639,22.525,14.0894,13.9634,0.291,20.615,20.625,82.5,10229567,639,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 18:00:00,,20.615,,22.525,,13.9634,,14.0894,,0.291,,20.615,,20.625,,82.5,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,18:30:00,2014-08-10 18:30:00,20.615,10229556,640,22.525,14.0894,13.9609,0.297,20.615,20.625,82.5,10229567,640,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 18:30:00,,20.615,,22.525,,13.9609,,14.0894,,0.297,,20.615,,20.625,,82.5,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,19:00:00,2014-08-10 19:00:00,20.519,10229556,641,22.429,14.089,13.9605,0.297,20.519,20.529,82.116,10229567,641,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 19:00:00,,20.519,,22.429,,13.9605,,14.089,,0.297,,20.519,,20.529,,82.116,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,19:30:00,2014-08-10 19:30:00,20.424,10229556,642,22.238,14.0862,13.9641,0.282,20.424,20.434,81.736,10229567,642,NA,,P,P,P,P,S,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 19:30:00,,20.424,,22.238,,13.9641,,14.0862,,0.282,,20.424,,20.434,,81.736,,P,P,P,P,S,F,F,P
TestDOPct,2014-08-10,20:00:00,2014-08-10 20:00:00,20.424,10229556,643,21.951,14.0933,13.9673,0.291,20.424,20.434,81.736,10229567,643,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 20:00:00,,20.424,,21.951,,13.9673,,14.0933,,0.291,,20.424,,20.434,,81.736,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,20:30:00,2014-08-10 20:30:00,20.329,10229556,644,21.664,14.0998,13.9751,0.288,20.329,20.339,81.356,10229567,644,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 20:30:00,,20.329,,21.664,,13.9751,,14.0998,,0.288,,20.329,,20.339,,81.356,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,21:00:00,2014-08-10 21:00:00,20.329,10229556,645,21.473,14.1046,13.9787,0.291,20.329,20.339,81.356,10229567,645,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 21:00:00,,20.329,,21.473,,13.9787,,14.1046,,0.291,,20.329,,20.339,,81.356,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,21:30:00,2014-08-10 21:30:00,20.329,10229556,646,21.187,14.107,13.9842,0.284,20.329,20.339,81.356,10229567,646,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 21:30:00,,20.329,,21.187,,13.9842,,14.107,,0.284,,20.329,,20.339,,81.356,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,22:00:00,2014-08-10 22:00:00,20.234,10229556,647,21.091,14.1065,13.9813,0.289,20.234,20.244,80.976,10229567,647,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 22:00:00,,20.234,,21.091,,13.9813,,14.1065,,0.289,,20.234,,20.244,,80.976,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,22:30:00,2014-08-10 22:30:00,20.234,10229556,648,21.091,14.1088,13.9813,0.295,20.234,20.244,80.976,10229567,648,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 22:30:00,,20.234,,21.091,,13.9813,,14.1088,,0.295,,20.234,,20.244,,80.976,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,23:00:00,2014-08-10 23:00:00,20.234,10229556,649,21.091,14.1112,13.9885,0.284,20.234,20.244,80.976,10229567,649,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 23:00:00,,20.234,,21.091,,13.9885,,14.1112,,0.284,,20.234,,20.244,,80.976,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-10,23:30:00,2014-08-10 23:30:00,20.138,10229556,650,21.091,14.1132,13.9885,0.288,20.138,20.148,80.592,10229567,650,NA,,P,P,P,P,P,F,F,P,8,10,2014,0810,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-10 23:30:00,,20.138,,21.091,,13.9885,,14.1132,,0.288,,20.138,,20.148,,80.592,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-11,00:00:00,2014-08-11 00:00:00,20.138,10229556,651,21.091,14.1132,13.9861,0.294,20.138,20.148,80.592,10229567,651,NA,,P,P,P,P,P,F,F,P,8,11,2014,0811,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-11 00:00:00,,20.138,,21.091,,13.9861,,14.1132,,0.294,,20.138,,20.148,,80.592,,P,P,P,P,P,F,F,P
TestDOPct,2014-08-11,00:30:00,2014-08-11 00:30:00,20.138,10229556,652,21.187,14.1155,13.989,0.292,20.138,20.148,80.592,10229567,652,NA,,P,P,P,P,P,F,F,P,8,11,2014,0811,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-08-11 00:30:00,,20.138,,21.187,,13.989,,14.1155,,0.292,,20.138,,20.148,,80.592,,P,P,P,P,P,F,F,P
